sentence1,sentence2,score
Một số người đi xe đạp dừng lại gần một biển báo.,Hai người đàn ông dừng lại để nói chuyện gần một tấm biển bên ngoài.,3.4
Những đầu bếp mặc áo trắng này đang bận rộn trong bếp làm bữa tối cho khách hàng của họ.,Những người phụ nữ đang chuẩn bị bữa tối trong nhà bếp của họ.,3.0
Một người đàn ông đang chở một chiếc xuồng với một.,Một đang chở một người đàn ông trên một chiếc xuồng.,1.8
Một người phụ nữ xem trực tiếp một nhóm nhạc rap,Một khán giả xem một cô gái nhảy.,2.2
Một cô gái nhảy múa trên bãi cát.,Một cô gái đang ở trên một bãi biển đầy cát.,3.6
Người phụ nữ đang uống nước chanh và xem TV.,Người đàn ông đang ngồi uống cà phê.,0.4
Thanh niên lạnh lùng,Trẻ em châu Á đang chơi với một.,0.2
Một người đàn ông buồn bã đang nhảy qua một con suối nhỏ để gặp người bạn đồng hành của mình ở phía bên kia.,Một người đàn ông đang nhảy qua một con suối để gặp người bạn đồng hành của mình ở phía bên kia.,3.8
Một người phụ nữ đang nhảy bungee.,Một cô gái đang nhảy bungee.,4.2
Một chú hề biểu diễn cho anh trai và em gái trong khi những người còn lại trong nhóm xem.,Một đứa trẻ tóc vàng biểu diễn trên kèn trước một ngôi nhà trong khi em trai xem.,1.2
Bốn cô gái vui vẻ bước xuống vỉa hè.,Ba cô gái trẻ bước xuống vỉa hè.,3.4
Một nhóm Navy SEAL đang hát,Một nhóm quân nhân đang chơi trong một bộ tứ bằng đồng.,2.4
Một người đàn ông chơi violin trong mưa.,Một người đàn ông chơi guitar trong mưa.,3.2
Mọi người đang rời khỏi máy bay.,Mọi người đang bước vào máy bay.,2.2
Những đang đuổi theo một con mèo.,Những đang đuổi theo một con mèo đen.,4.4
Chú chó Tan đang chơi đùa với đỏ ngoài trời tuyết,Một màu vàng đang chơi trong tuyết.,2.6
Một cô gái với bình hoa ở phía sau trong nhà,Cô gái đang đứng khi cô gái kia đeo kính vẽ tay.,0.2
Một người ngồi trong văn phòng chụp ảnh.,Một người phụ nữ đang ngồi trong văn phòng.,3.2
Mọi người đá nhảy xuống nước trong khi mọi người câu cá ở phía sau.,Hai người ngắm nước.,2.2
Một phụ nữ tóc vàng tìm kiếm vật tư y tế để làm việc trong một chiếc vali.,Người phụ nữ tóc vàng đang tìm kiếm vật tư y tế trong một chiếc vali.,5.0
Một cậu bé đang ở trường làm bài kiểm tra.,Cậu bé đang làm bài kiểm tra ở trường.,5.0
Một ông già đội mũ đứng ngoài cửa tiệm.,Một người đàn ông mặc áo sơ mi quá khổ ngồi tại một cửa hàng,2.2
Xe ngựa được kéo bởi một con ngựa.,Một người đàn ông đi xe đạp bên cạnh tòa nhà.,0.4
Một người phụ nữ nhìn vào một con vịt khi cô ấy đi phía sau nó.,Một người phụ nữ đang đi dạo với của mình.,1.0
Người đàn ông ngồi trên băng ghế uống nước từ một chiếc cốc được bao quanh bởi thảm.,Một người đàn ông đang ngồi trên một trong hai băng ghế đỏ và nhìn chằm chằm vào một ki-ốt.,2.2
Một cậu bé tóc vàng nhỏ trượt đầu xuống sân chơi màu xanh trượt về phía một thanh niên tóc vàng khác.,"Một cậu bé với mái tóc dựng đứng, đang trượt xuống một cầu trượt màu xanh",2.0
Bốn người phụ nữ đang tập luyện cho một trận đấu sắp tới.,Những người phụ nữ đang trong một vở kịch,1.2
Người đàn ông trên bậc thềm,Một người đàn ông ngồi trên bậc thềm.,4.0
Có một cô gái trẻ.,Có một cậu bé với người phụ nữ.,1.0
Một người phụ nữ vẽ một bức tranh của một tòa nhà lớn có thể được nhìn thấy trong nền.,Một người vẽ một bức tranh của một tòa nhà lớn có thể được nhìn thấy trong nền.,4.2
Hai đứa trẻ đang chơi một trò chơi Foosball.,Những đứa trẻ đang chơi một trò chơi với nhau.,3.4
Người đàn ông đang ở trên một cánh đồng hoang.,Người đàn ông đang ở ngoài đồng.,4.0
Một cậu bé đang uống từ một gói nước trái cây.,Một cậu bé đang uống từ một gói nước trái cây.,4.8
Một người đàn ông chuẩn bị ván trượt của mình sẵn sàng cho cánh đồng để bị đóng băng,Một người đàn ông trên thuyền chuẩn bị kéo lưới để xem anh ta bắt được gì.,0.4
Người đi xe đạp đang thực hiện các pha nguy hiểm.,Một biker đang thực hiện các pha nguy hiểm.,4.4
Một nhạc sĩ đang bôi mứt lên cây đàn guitar trắng của mình tại một buổi hòa nhạc.,Trombonist chơi nhạc cụ của cô ấy trong một ban nhạc cho một cuộc diễu hành.,0.4
Một cặp thanh niên mặc áo phông đang trốn trong rừng với một người trông kinh ngạc.,Hai cô bé mỉm cười chơi đùa trong đài phun nước với những người khác.,0.0
Một nhóm người chơi bóng đá trên sân bóng trước đám đông.,Một nhóm người đàn ông chơi bóng đá trong một sân vận động đầy người.,3.0
Một người đàn ông đang thích thú xem ba đứa trẻ châu Á nhảy múa.,Một người đàn ông đang xem ba đứa trẻ châu Á nhảy múa.,4.6
Một người phụ nữ đi bộ bên lề đường cao tốc.,Một người đàn ông đang đứng bằng một chân trên cầu.,0.4
Một người đàn ông gọi taxi tại sân bay vào một ngày nắng.,Một người đàn ông đang ở bên ngoài vào một ngày tháng Bảy.,1.4
Một cậu bé có cần câu màu đỏ.,Một cậu bé đứng trên một cây cầu có cần câu.,3.0
Một cầu thủ nảy bóng.,Một cầu thủ bắt bóng.,1.6
Đàn ông thi đấu trong một cuộc thi.,Hai người phụ nữ cạnh tranh trong một cuộc thi.,2.4
con ở ngoài trời.,Một người đàn ông mặc quần đùi in hình đang thực hiện tư thế yoga trên bãi biển.,0.0
Một cô gái trẻ mặc áo khoác màu hồng đang chơi một trò chơi trên bàn cờ.,Một cậu bé mặc áo khoác đang chơi.,1.6
Một người đàn ông da trắng mỉm cười mặc áo sơ mi sọc xanh và đen chuẩn bị chụp ảnh.,Một người đàn ông mặc áo sơ mi trắng và quần đen đang mỉm cười.,1.6
Một người đang trèo lên một bức tường đá.,Một người và một con ngựa ở trên một hàng rào.,0.2
Hai người đàn ông đang chơi một trò chơi Scrabble cùng nhau.,Hai người phụ nữ đang chơi một trò chơi.,2.2
Cô gái rất giỏi và luyện tập rất nhiều.,Người đàn ông rất giỏi.,2.0
Nhiều vệ sĩ đang đứng trước vạch xuất phát của một cuộc đua.,Hai người đàn ông mặc trang phục công sở đang đứng bên đường.,0.4
Một người đàn ông ở chợ nông sản.,Một người đàn ông đang ở chợ nông sản.,4.8
Bốn người đi về phía một tòa tháp,Hai người đàn ông đi về phía một tòa nhà hình vòm.,2.0
Một bé gái và một cậu bé đang đọc sách.,Một đứa trẻ lớn hơn đang chơi với một con búp bê trong khi nhìn ra ngoài cửa sổ.,0.2
Đứa trẻ muốn bơi.,Những đứa trẻ muốn bơi.,3.8
Đàn ông đang chiến đấu sau một trận bóng rổ.,Những người đàn ông đang chơi một trò chơi bóng rổ.,2.2
Mọi người đang ngồi xung quanh những chiếc bàn thiếu ánh sáng trong khi mỉm cười và cười đùa.,Mọi người đang ngồi trên băng ghế.,2.0
Một đang đuổi theo những.,Một trắng đang đuổi theo những.,4.0
Một cầu thủ bóng đá cố gắng giải quyết một cầu thủ trong đội đối phương.,Một cầu thủ bóng đá cố gắng tắc bóng.,4.6
Ba người đàn ông đang phơi khô để kéo một chiếc Subaru ra khỏi một con mương dọc theo một con đường núi.,Hai người đàn ông đang đợi một chuyến đi bên lề đường đất.,1.4
Một người phụ nữ không giơ tay lên vì cô ấy bị liệt từ cổ trở xuống,Một người phụ nữ đang ngồi trên bậc thềm vì cô ấy vấp ngã và bị thương mắt cá chân.,0.8
Năm đứa trẻ đang đứng trước một cái lều.,Mọi người đang ngồi trước một khu vườn.,0.6
Người phụ nữ mặc áo sơ mi màu hạt dẻ tham gia vào cuộc trò chuyện với một phụ nữ khác trong chiếc áo khoác màu nâu.,"Một cô gái mặc váy xanh và một cô gái khác mặc váy tím, cả hai đều mỉm cười.",1.2
Các cầu thủ bóng chày chơi một trò chơi tại công viên.,"Một cầu thủ bóng rổ, chơi trong trận đấu sắp về nhà.",1.6
Họ đang chuẩn bị cho một buổi biểu diễn ở trường.,Hai chuyên gia y tế mặc áo xanh nhìn vào một cái gì đó.,0.0
Một số trẻ em mỉm cười đang đứng trước hoàng hôn đại dương.,Người đi trong bóng tối.,0.6
Hai ngư dân cố gắng gỡ lưới đánh cá lớn bên đường vào một ngày nhiều mây.,Một số người đàn ông kéo lưới đánh cá lên bãi biển.,3.0
Người phụ nữ có mái tóc nâu.,Người phụ nữ có mái tóc bạc.,2.4
Hình ảnh đen trắng của một con sóng vỗ vào đại dương.,Một đen nhỏ trong đại dương với một số tảng đá ở phía sau,0.6
Một phụ nữ và con gái nhìn qua kính hiển vi.,Một cô gái và một phụ nữ đều nhìn qua kính hiển vi.,4.6
Một cậu bé thực hiện thủ thuật trượt ván trên cầu thang trung tâm thành phố.,Một cậu bé đang chạy trên vỉa hè,0.6
Ba người đang dắt một đi dạo.,Ba người đang dắt chó đi dạo.,4.8
Có những người ra đường.,Mọi người đang ra đường.,5.0
Hai người phụ nữ bị lạc và kêu cứu.,Hai người đàn ông châu Á đang thu thập tài liệu cho công việc kinh doanh của họ và con của họ phải đi cùng họ.,0.2
Một người đàn ông đang ném một xu vào đài phun nước.,Một cậu bé đang ném một người đàn ông xuống nước.,0.6
Hai cô gái đang đóng vai Bác sĩ trong nhà của họ.,Hai cô gái đang đi dạo với cha của họ.,0.8
Một đám đông đàn ông mặc số giấy trên áo chạy trong một cuộc đua.,Một số người đàn ông chạy xuống một cánh đồng cỏ mặc số ở phía trước áo sơ mi của họ.,3.6
Các loại trái cây nên được ăn với nước chanh để ngăn chặn quá trình oxy hóa trong dạ dày của bạn.,ba gầm gừ với nhau,0.0
Một bác sĩ kê toa thuốc cho bệnh nhân.,Một bác sĩ kê toa một loại thuốc.,4.4
Một người phụ nữ đang ở trong phòng tắm.,Người phụ nữ đang ở trong phòng tắm.,4.6
Khán giả chụp ảnh một chiếc xe đua.,Một đám đông người xem xe đua trên đường đua.,2.8
Người đàn ông và người phụ nữ đang nghỉ ngơi trên một chiếc ghế dài.,Một người đàn ông và một người phụ nữ đang ngủ trên đi văng.,4.0
Cậu bé áo xanh chơi thủ môn trong đội bóng.,Đội áo xanh đang chơi một trận đấu với đội áo trắng,1.0
Người dân ở gần nước,Mọi người ở gần nước.,5.0
Bạn bè bước vào một tòa nhà,Một người đàn ông đi dọc theo lối đi đến cửa hàng,0.4
Các con lăn đang di chuyển.,Hai chiếc xe đang đi về phía camera.,0.8
Có một người đàn ông lớn tuổi gần cửa sổ.,Một cậu bé đang ở gần một số cầu thang.,0.4
Một chàng trai và một cô gái đang leo núi với ba lô trên người.,Hai cậu bé đang cưỡi trên một món đồ chơi với một cô gái tóc vàng chạy dài bên cạnh họ.,0.0
"Ở Abu Dhabi, Chợ Vàng là một trong những khu vực mua sắm ngoài trời công cộng hàng đầu.",Một quảng trường thành phố sầm uất ở một quốc gia châu Á.,1.6
Một phụ nữ mang thai đang chuyển dạ,Một người phụ nữ có một đứa con.,1.6
Những người theo tôn giáo đang tận hưởng ngoài trời.,Nhóm người đang tận hưởng không gian ngoài trời.,3.6
Một cô gái trong nước không có kính bảo hộ hoặc mũ bơi.,"Một cô gái trong nước, với kính bảo hộ và mũ bơi.",3.0
Một người đàn ông đang thực hiện một pha nguy hiểm ngoài trời.,Một chàng trai trẻ trên bãi biển đang thực hiện các pha nguy hiểm trượt ván.,2.8
Có một cô gái bị mắc kẹt trên mái nhà.,Hai vợ chồng nằm trên giường.,0.2
Có bốn người trượt tuyết đang nhảy và đang ở trên không.,Hai tay đua đang đến một ngã rẽ.,1.0
"Một cầu thủ bóng rổ thực hiện cú bật lại thứ 5 trong đêm,",Một vận động viên quần vợt ở giữa trận đấu.,1.4
Một chiếc trực thăng đang chuẩn bị cất cánh.,Máy bay đã sẵn sàng cất cánh.,2.8
Một người đàn ông thực hiện trò nhảy xe đạp được bao quanh bởi cây cối.,Một cậu bé đi xe đạp lừa màu xanh lá cây qua một số bậc thang ngoài trời.,3.0
