,split,genre,dataset,year,sid,score,sentence1,sentence2
6310,dev,main-captions,track5.en-en,2017,127,2.0,Mọi người đang ngồi xung quanh những chiếc bàn thiếu ánh sáng trong khi mỉm cười và cười đùa.,Mọi người đang ngồi trên băng ghế.
6311,dev,main-captions,track5.en-en,2017,128,4.0,Một đang đuổi theo những.,Một trắng đang đuổi theo những.
6312,dev,main-captions,track5.en-en,2017,129,4.6,Một cầu thủ bóng đá cố gắng giải quyết một cầu thủ trong đội đối phương.,Một cầu thủ bóng đá cố gắng tắc bóng.
6313,dev,main-captions,track5.en-en,2017,130,1.4,Ba người đàn ông đang phơi khô để kéo một chiếc Subaru ra khỏi một con mương dọc theo một con đường núi.,Hai người đàn ông đang đợi một chuyến đi bên lề đường đất.
6314,dev,main-captions,track5.en-en,2017,131,0.8,Một người phụ nữ không giơ tay lên vì cô ấy bị liệt từ cổ trở xuống,Một người phụ nữ đang ngồi trên bậc thềm vì cô ấy vấp ngã và bị thương mắt cá chân.
6315,dev,main-captions,track5.en-en,2017,135,0.6,Năm đứa trẻ đang đứng trước một cái lều.,Mọi người đang ngồi trước một khu vườn.
6316,dev,main-captions,track5.en-en,2017,136,1.2,Người phụ nữ mặc áo sơ mi màu hạt dẻ tham gia vào cuộc trò chuyện với một phụ nữ khác trong chiếc áo khoác màu nâu.,"Một cô gái mặc váy xanh và một cô gái khác mặc váy tím, cả hai đều mỉm cười."
6317,dev,main-captions,track5.en-en,2017,137,1.6,Các cầu thủ bóng chày chơi một trò chơi tại công viên.,"Một cầu thủ bóng rổ, chơi trong trận đấu sắp về nhà."
6318,dev,main-captions,track5.en-en,2017,138,0.0,Họ đang chuẩn bị cho một buổi biểu diễn ở trường.,Hai chuyên gia y tế mặc áo xanh nhìn vào một cái gì đó.
6319,dev,main-captions,track5.en-en,2017,140,0.6,Một số trẻ em mỉm cười đang đứng trước hoàng hôn đại dương.,Người đi trong bóng tối.
6320,dev,main-captions,track5.en-en,2017,143,3.0,Hai ngư dân cố gắng gỡ lưới đánh cá lớn bên đường vào một ngày nhiều mây.,Một số người đàn ông kéo lưới đánh cá lên bãi biển.
6321,dev,main-captions,track5.en-en,2017,145,2.4,Người phụ nữ có mái tóc nâu.,Người phụ nữ có mái tóc bạc.
6322,dev,main-captions,track5.en-en,2017,146,0.6,Hình ảnh đen trắng của một con sóng vỗ vào đại dương.,Một đen nhỏ trong đại dương với một số tảng đá ở phía sau
6323,dev,main-captions,track5.en-en,2017,147,4.6,Một phụ nữ và con gái nhìn qua kính hiển vi.,Một cô gái và một phụ nữ đều nhìn qua kính hiển vi.
6324,dev,main-captions,track5.en-en,2017,149,0.6,Một cậu bé thực hiện thủ thuật trượt ván trên cầu thang trung tâm thành phố.,Một cậu bé đang chạy trên vỉa hè
6325,dev,main-captions,track5.en-en,2017,152,4.8,Ba người đang dắt một đi dạo.,Ba người đang dắt chó đi dạo.
6326,dev,main-captions,track5.en-en,2017,153,5.0,Có những người ra đường.,Mọi người đang ra đường.
6327,dev,main-captions,track5.en-en,2017,155,0.2,Hai người phụ nữ bị lạc và kêu cứu.,Hai người đàn ông châu Á đang thu thập tài liệu cho công việc kinh doanh của họ và con của họ phải đi cùng họ.
6328,dev,main-captions,track5.en-en,2017,156,0.6,Một người đàn ông đang ném một xu vào đài phun nước.,Một cậu bé đang ném một người đàn ông xuống nước.
6329,dev,main-captions,track5.en-en,2017,158,0.8,Hai cô gái đang đóng vai Bác sĩ trong nhà của họ.,Hai cô gái đang đi dạo với cha của họ.
6330,dev,main-captions,track5.en-en,2017,159,3.6,Một đám đông đàn ông mặc số giấy trên áo chạy trong một cuộc đua.,Một số người đàn ông chạy xuống một cánh đồng cỏ mặc số ở phía trước áo sơ mi của họ.
6331,dev,main-captions,track5.en-en,2017,161,0.0,Các loại trái cây nên được ăn với nước chanh để ngăn chặn quá trình oxy hóa trong dạ dày của bạn.,ba gầm gừ với nhau
6332,dev,main-captions,track5.en-en,2017,162,4.4,Một bác sĩ kê toa thuốc cho bệnh nhân.,Một bác sĩ kê toa một loại thuốc.
6333,dev,main-captions,track5.en-en,2017,163,4.6,Một người phụ nữ đang ở trong phòng tắm.,Người phụ nữ đang ở trong phòng tắm.
6334,dev,main-captions,track5.en-en,2017,164,2.8,Khán giả chụp ảnh một chiếc xe đua.,Một đám đông người xem xe đua trên đường đua.
6335,dev,main-captions,track5.en-en,2017,165,4.0,Người đàn ông và người phụ nữ đang nghỉ ngơi trên một chiếc ghế dài.,Một người đàn ông và một người phụ nữ đang ngủ trên đi văng.
6336,dev,main-captions,track5.en-en,2017,167,1.0,Cậu bé áo xanh chơi thủ môn trong đội bóng.,Đội áo xanh đang chơi một trận đấu với đội áo trắng
6337,dev,main-captions,track5.en-en,2017,171,5.0,Người dân ở gần nước,Mọi người ở gần nước.
6338,dev,main-captions,track5.en-en,2017,173,0.4,Bạn bè bước vào một tòa nhà,Một người đàn ông đi dọc theo lối đi đến cửa hàng
6339,dev,main-captions,track5.en-en,2017,175,0.8,Các con lăn đang di chuyển.,Hai chiếc xe đang đi về phía camera.
6340,dev,main-captions,track5.en-en,2017,176,0.4,Có một người đàn ông lớn tuổi gần cửa sổ.,Một cậu bé đang ở gần một số cầu thang.
6341,dev,main-captions,track5.en-en,2017,177,0.0,Một chàng trai và một cô gái đang leo núi với ba lô trên người.,Hai cậu bé đang cưỡi trên một món đồ chơi với một cô gái tóc vàng chạy dài bên cạnh họ.
6342,dev,main-captions,track5.en-en,2017,178,1.6,"Ở Abu Dhabi, Chợ Vàng là một trong những khu vực mua sắm ngoài trời công cộng hàng đầu.",Một quảng trường thành phố sầm uất ở một quốc gia châu Á.
6343,dev,main-captions,track5.en-en,2017,179,1.6,Một phụ nữ mang thai đang chuyển dạ,Một người phụ nữ có một đứa con.
6344,dev,main-captions,track5.en-en,2017,182,3.6,Những người theo tôn giáo đang tận hưởng ngoài trời.,Nhóm người đang tận hưởng không gian ngoài trời.
6345,dev,main-captions,track5.en-en,2017,183,3.0,Một cô gái trong nước không có kính bảo hộ hoặc mũ bơi.,"Một cô gái trong nước, với kính bảo hộ và mũ bơi."
6346,dev,main-captions,track5.en-en,2017,184,2.8,Một người đàn ông đang thực hiện một pha nguy hiểm ngoài trời.,Một chàng trai trẻ trên bãi biển đang thực hiện các pha nguy hiểm trượt ván.
6347,dev,main-captions,track5.en-en,2017,189,0.2,Có một cô gái bị mắc kẹt trên mái nhà.,Hai vợ chồng nằm trên giường.
6348,dev,main-captions,track5.en-en,2017,190,1.0,Có bốn người trượt tuyết đang nhảy và đang ở trên không.,Hai tay đua đang đến một ngã rẽ.
6349,dev,main-captions,track5.en-en,2017,200,1.4,"Một cầu thủ bóng rổ thực hiện cú bật lại thứ 5 trong đêm,",Một vận động viên quần vợt ở giữa trận đấu.
6350,dev,main-captions,track5.en-en,2017,203,2.8,Một chiếc trực thăng đang chuẩn bị cất cánh.,Máy bay đã sẵn sàng cất cánh.
6351,dev,main-captions,track5.en-en,2017,206,3.0,Một người đàn ông thực hiện trò nhảy xe đạp được bao quanh bởi cây cối.,Một cậu bé đi xe đạp lừa màu xanh lá cây qua một số bậc thang ngoài trời.
6352,dev,main-captions,track5.en-en,2017,207,1.6,Ba chàng trai mặc speedos gác chân lên lan can của một chiếc thuyền đang rám nắng.,Một vài người đàn ông trên boong tàu đang thả một người đàn ông khác xuống nước
6353,dev,main-captions,track5.en-en,2017,208,2.8,Một nhóm lội qua một phù thủy,Một nhóm người lội qua mương
6354,dev,main-captions,track5.en-en,2017,209,4.0,Một người phụ nữ nhảy lên và tạo dáng trước ống kính.,Một người phụ nữ tạo dáng trước ống kính.
6355,dev,main-captions,track5.en-en,2017,210,0.8,Một người đàn ông đang ở trên sân thượng,Một người đàn ông đang cầm micro trong phòng.
6356,dev,main-captions,track5.en-en,2017,211,2.0,Có hai người đàn ông gần một bức tường.,Ba người phụ nữ đang ngồi gần một bức tường.
6357,dev,main-captions,track5.en-en,2017,215,4.4,Hai người đàn ông mặc quần jean.,Hai người đàn ông mặc quần.
6358,dev,main-captions,track5.en-en,2017,217,4.6,Người đàn ông không mặc áo đang nhảy.,Người đàn ông nhảy không mặc áo.
6359,dev,main-captions,track5.en-en,2017,218,2.4,Người phụ nữ đang nắm tay người đàn ông.,Người phụ nữ đang kiểm tra mắt của người đàn ông.
6360,dev,main-captions,track5.en-en,2017,219,4.4,Một người đàn ông dắt chó đi dạo trên bãi biển.,Một người đàn ông với chú chó của mình trên bãi biển.
6361,dev,main-captions,track5.en-en,2017,220,0.8,Đứa trẻ là con của người phụ nữ.,Có một bé trai và một bé gái.
6362,dev,main-captions,track5.en-en,2017,221,3.8,Một cầu thủ bóng đá đang đá bóng.,Cầu thủ bóng đá đã cho bóng đá cao.
6363,dev,main-captions,track5.en-en,2017,222,1.4,Hai cậu bé mặc quần bơi màu đen đang bế một cậu bé khác bằng tay và chân trên bãi biển.,Người đàn ông mặc áo sơ mi trắng lật cậu bé xuống nước với bốn cậu bé khác vây quanh họ.
6364,dev,main-captions,track5.en-en,2017,223,2.8,Người chơi bắn các điểm chiến thắng.,Cầu thủ bóng rổ sắp ghi điểm cho đội bóng của mình.
6365,dev,main-captions,track5.en-en,2017,227,3.0,Một người lái xe máy đi ngang qua trong một cuộc đua,Một tay đua xe thực hiện trong cuộc đua của cuộc đời mình.
6366,dev,main-captions,track5.en-en,2017,230,1.6,Cổng có màu xanh.,Cổng có màu vàng.
6367,dev,main-captions,track5.en-en,2017,236,1.0,Một đi dọc theo một bãi biển với những con sóng vỡ.,Một cậu bé với mái chèo bước ra khỏi sóng và lên bãi biển.
6368,dev,main-captions,track5.en-en,2017,237,2.6,Một cặp đàn ông đi bộ dọc theo bãi biển.,Hai người đàn ông đứng lướt sóng trên bãi biển.
6369,dev,main-captions,track5.en-en,2017,238,1.6,Người phụ nữ tóc vàng trong một đường hầm.,Cặp đôi hôn nhau gần một người phụ nữ tóc vàng.
6370,dev,main-captions,track5.en-en,2017,241,0.2,Con quạ rên rỉ như được nhảy dọc theo bãi cỏ.,gầy với cái đuôi dài đang đi qua cánh đồng.
6371,dev,main-captions,track5.en-en,2017,246,3.0,Người đàn ông đang bắt một quả bóng,Một người đàn ông đang đá một quả bóng.
6372,dev,main-captions,track5.en-en,2017,247,3.0,Hai người đàn ông đang ngồi trong phòng.,Hai người đàn ông đang đứng trong một căn phòng.
6373,dev,main-captions,track5.en-en,2017,249,3.2,Người phụ nữ đang chờ đợi cuộc hẹn hò của mình.,Người phụ nữ đang trên đường hẹn hò.
6374,dev,main-forums,answers-forums,2015,0,3.0,Bạn sẽ cần kiểm tra các chính sách cụ thể của từng nhà xuất bản để xem những gì được phép và những gì không được phép.,Nếu bạn cần xuất bản cuốn sách và bạn đã tìm thấy một nhà xuất bản cho phép nó.
6375,dev,main-forums,answers-forums,2015,4,0.6,Tôi không biết về bất kỳ nhóm người tham gia nào do trường đại học điều hành.,"Tại các trường đại học tôi đã làm việc ở Bắc Mỹ, nghiên cứu về con người (đặc biệt là"
6376,dev,main-forums,answers-forums,2015,7,1.0,"Ngoài việc nhập học (thường không liên quan đến tuổi tác), có một cái gì đó liên quan đến câu hỏi của bạn.",Tuổi tác cũng không phải là một mặt nạ nhập học tiến sĩ ở lục địa châu Âu.
6377,dev,main-forums,answers-forums,2015,20,0.6,Bài đăng này đề cập đến nghiên cứu trong các lĩnh vực STEM và có thể không áp dụng cho các chủ đề nghiên cứu khác.,"Đây là về kinh nghiệm của tôi trong kỹ thuật máy tính, tôi thấy rằng đọc theo chiều rộng là cách tiếp cận quan trọng hơn."
6378,dev,main-forums,answers-forums,2015,22,0.8,"Nếu bạn không muốn trả tiền cho Adobe Acrobat Pro, như @schultem đề cập, LaTeX có thể làm điều này với các siêu liên kết nhúng.","Nếu bạn không ngại lưu trữ các tệp của mình trực tuyến, SlideShare là một giải pháp tốt."
6379,dev,main-forums,answers-forums,2015,27,2.4,Tôi không nghĩ rằng có khả năng có bất kỳ tiêu chuẩn nào giải quyết vấn đề này một cách cụ thể.,"Bạn sẽ tìm thấy câu trả lời trên khắp bản đồ cho câu hỏi này (tức là, có lẽ không có \""tiêu chuẩn\"")."
6380,dev,main-forums,answers-forums,2015,33,1.0,Câu trả lời của tôi sẽ là tùy thuộc vào GRE mà bạn đang đề cập đến?,Vấn đề tôi thấy với GRE là phạm vi tính điểm bị nén cao.
6381,dev,main-forums,answers-forums,2015,37,0.2,"Nếu bạn có quyền truy cập vào nó, bạn có thể dễ dàng làm điều đó với cổng thông tin Web of Science của Thomson Reuters.","Bạn có thể xem trang web cultoromics arXiv tại http://arxiv.culturomics.org, tuy nhiên tìm kiếm trong các bài viết trên arXiv."
